time,user_load,user_power,elec_price,pv_power
Day 12 15:20,0.05,0.92,0.44,0.88
Day 12 15:30,0.54,0.46,0.53,0.44
Day 12 15:40,0.95,0.8,0.38,0.39
Day 12 15:50,0.71,0.28,0.39,0.99
Day 12 16:00,0.81,0.02,0.39,0.33
Day 12 16:10,0.45,0.47,0.38,0.71
Day 12 16:20,0.29,0.91,0.57,0.95
Day 12 16:30,0.24,0.32,0.3,0.7
Day 12 16:40,0.23,0.7,0.66,0.13
Day 12 16:50,0.92,0.24,0.35,0.14
Day 12 17:00,0.37,0.69,0.39,0.58
Day 12 17:10,0.81,0.74,0.58,0.54
Day 12 17:20,0.15,0.08,0.41,0.78
Day 12 17:30,0.31,0.23,0.67,0.34
Day 12 17:40,0.75,0.02,0.62,0.04
Day 12 17:50,0.34,0.02,0.38,0.47
Day 12 18:00,0.85,0.32,0.55,0.28
Day 12 18:10,0.42,0.43,0.33,0.07
Day 12 18:20,0.9,0.83,0.48,0.93
Day 12 18:30,0.71,0.78,0.52,0.69
Day 12 18:40,0.62,0.55,0.55,0.32
Day 12 18:50,0.79,0.44,0.39,0.49
Day 12 19:00,0.05,0.03,0.43,0.59
Day 12 19:10,0.2,0.87,0.58,0.24
Day 12 19:20,0.87,0.35,0.5,0.84
Day 12 19:30,0.03,0.31,0.48,0.58
Day 12 19:40,0.01,0.12,0.63,0.14
Day 12 19:50,0.55,0.4,0.46,0.47
Day 12 20:00,0.49,0.22,0.35,0.8
Day 12 20:10,0.28,0.28,0.41,0.9
Day 12 20:20,0.63,0.92,0.59,0.37
Day 12 20:30,0.26,0.11,0.49,0.9
Day 12 20:40,0.67,0.66,0.43,0.19
Day 12 20:50,0.2,0.95,0.69,0.14
Day 12 21:00,0.99,0.42,0.67,0.75
Day 12 21:10,0.69,0.41,0.62,0.83
Day 12 21:20,0.15,0.53,0.39,0.74
Day 12 21:30,0.97,0.84,0.62,0.07
Day 12 21:40,0.32,0.24,0.43,0.93
Day 12 21:50,0.13,0.26,0.61,0.54
Day 12 22:00,0.16,0.59,0.67,0.24
Day 12 22:10,0.01,0.63,0.67,0.66
Day 12 22:20,0.16,0.34,0.34,0.09
Day 12 22:30,0.23,0.83,0.53,0.91
Day 12 22:40,0.59,0.43,0.37,0.51
Day 12 22:50,0.2,0.96,0.32,0.32
Day 12 23:00,0.95,0.67,0.61,0.36
Day 12 23:10,0.71,0.53,0.38,0.74
Day 12 23:20,0.02,0.87,0.67,0.83
Day 12 23:30,0.48,0.83,0.56,0.57
Day 12 23:40,0.37,0.16,0.63,0.7
Day 12 23:50,0.11,0.5,0.47,0.75
Day 13 00:00,0.2,0.0,0.41,0.68
Day 13 00:10,0.27,0.82,0.43,0.41
Day 13 00:20,0.86,0.35,0.46,0.22
Day 13 00:30,0.91,0.27,0.53,0.77
Day 13 00:40,0.8,0.69,0.41,0.49
Day 13 00:50,0.49,0.64,0.5,0.24
Day 13 01:00,0.2,0.05,0.68,0.7
Day 13 01:10,0.04,0.07,0.47,0.92
Day 13 01:20,0.91,0.55,0.59,0.7
Day 13 01:30,0.39,0.18,0.59,0.42
Day 13 01:40,0.08,0.16,0.49,0.24
Day 13 01:50,0.58,0.38,0.53,0.8
Day 13 02:00,0.05,0.85,0.49,0.1
Day 13 02:10,0.47,0.38,0.56,0.03
Day 13 02:20,0.2,0.85,0.39,0.18
Day 13 02:30,0.22,0.18,0.65,0.34
Day 13 02:40,0.26,0.63,0.44,0.12
Day 13 02:50,0.94,0.11,0.6,0.08
Day 13 03:00,0.91,0.95,0.69,0.45
Day 13 03:10,0.95,0.79,0.53,0.51
Day 13 03:20,0.15,0.0,0.32,0.83
Day 13 03:30,0.38,0.58,0.54,0.78
Day 13 03:40,0.89,0.59,0.49,0.89
Day 13 03:50,0.2,0.6,0.48,0.0
Day 13 04:00,0.36,0.61,0.56,0.86
Day 13 04:10,0.29,0.14,0.33,0.81
Day 13 04:20,0.95,0.95,0.49,0.56
Day 13 04:30,0.54,0.06,0.48,0.57
Day 13 04:40,0.58,0.73,0.43,0.34
Day 13 04:50,0.35,0.41,0.65,0.84
Day 13 05:00,0.66,0.22,0.69,0.37
Day 13 05:10,0.81,0.31,0.61,0.03
Day 13 05:20,0.85,0.23,0.54,0.94
Day 13 05:30,0.6,0.21,0.36,0.09
Day 13 05:40,0.47,0.25,0.65,0.95
Day 13 05:50,0.17,0.51,0.31,0.61
Day 13 06:00,0.98,0.53,0.62,0.83
Day 13 06:10,0.78,0.24,0.43,0.27
Day 13 06:20,0.22,0.04,0.59,0.34
Day 13 06:30,0.84,0.68,0.62,0.58
Day 13 06:40,0.82,0.42,0.55,0.21
Day 13 06:50,0.24,0.3,0.64,0.3
Day 13 07:00,0.22,0.48,0.55,0.81
Day 13 07:10,0.81,0.27,0.46,0.16
Day 13 07:20,0.6,0.21,0.4,0.55
Day 13 07:30,0.04,0.13,0.4,0.05
Day 13 07:40,0.52,0.55,0.34,0.65
Day 13 07:50,0.27,0.9,0.6,0.08
Day 13 08:00,0.91,0.88,0.31,0.53
Day 13 08:10,0.91,0.84,0.62,0.51
Day 13 08:20,0.67,0.19,0.61,0.2
Day 13 08:30,0.62,0.24,0.35,0.15
Day 13 08:40,0.56,0.76,0.58,0.96
Day 13 08:50,0.16,0.81,0.49,0.37
Day 13 09:00,0.51,0.98,0.58,0.96
Day 13 09:10,0.77,0.38,0.44,0.89
Day 13 09:20,0.68,0.93,0.34,0.83
Day 13 09:30,0.47,0.84,0.31,0.48
Day 13 09:40,0.83,0.46,0.41,0.28
Day 13 09:50,0.99,0.96,0.53,0.47
Day 13 10:00,0.72,0.96,0.37,1.0
Day 13 10:10,0.57,0.28,0.68,0.92
Day 13 10:20,0.07,0.57,0.58,0.85
Day 13 10:30,0.6,0.93,0.35,0.06
Day 13 10:40,0.42,0.62,0.51,0.56
Day 13 10:50,0.44,0.33,0.3,0.19
Day 13 11:00,0.7,0.04,0.51,0.46
Day 13 11:10,0.4,0.55,0.33,0.35
Day 13 11:20,0.68,0.99,0.63,0.05
Day 13 11:30,0.66,0.76,0.64,0.66
Day 13 11:40,0.63,0.32,0.69,0.84
Day 13 11:50,0.67,0.47,0.41,0.58
Day 13 12:00,0.69,0.99,0.51,0.78
Day 13 12:10,0.77,0.89,0.37,0.09
Day 13 12:20,0.23,0.97,0.41,0.33
Day 13 12:30,0.46,0.25,0.62,0.54
Day 13 12:40,0.05,0.29,0.58,0.06
Day 13 12:50,0.79,0.6,0.62,0.98
Day 13 13:00,0.36,0.16,0.44,0.87
Day 13 13:10,0.72,0.12,0.63,0.49
Day 13 13:20,0.21,0.95,0.39,0.74
Day 13 13:30,0.3,0.71,0.62,0.37
Day 13 13:40,0.74,0.19,0.49,0.89
Day 13 13:50,0.9,0.14,0.49,0.77
Day 13 14:00,0.6,0.32,0.42,0.93
Day 13 14:10,0.8,0.14,0.58,0.55
Day 13 14:20,0.01,0.27,0.38,0.44
Day 13 14:30,0.49,0.36,0.37,0.9
Day 13 14:40,0.54,0.84,0.39,0.38
Day 13 14:50,0.78,0.53,0.65,0.75
Day 13 15:00,0.98,0.8,0.65,0.25
Day 13 15:10,0.14,0.84,0.61,0.2
Day 13 15:20,0.82,0.37,0.69,0.61
Day 13 15:30,0.52,0.45,0.44,0.81
Day 13 15:40,0.11,0.84,0.36,0.63
Day 13 15:50,0.63,0.94,0.54,0.23
Day 13 16:00,0.02,0.4,0.32,0.14
Day 13 16:10,0.41,0.11,0.64,0.99
Day 13 16:20,0.45,0.15,0.56,0.88
Day 13 16:30,0.31,0.56,0.67,0.74
Day 13 16:40,0.91,0.15,0.44,0.47
Day 13 16:50,0.13,0.84,0.45,0.72
Day 13 17:00,0.08,0.63,0.44,0.05
Day 13 17:10,0.32,0.54,0.51,0.9
Day 13 17:20,0.96,0.02,0.68,0.65
Day 13 17:30,0.77,0.59,0.58,0.59
Day 13 17:40,0.14,0.98,0.39,0.58
Day 13 17:50,0.05,0.52,0.5,0.28
Day 13 18:00,0.71,0.84,0.33,0.89
Day 13 18:10,0.17,0.44,0.32,0.89
Day 13 18:20,0.22,0.16,0.51,0.7
Day 13 18:30,0.83,0.84,0.48,0.23
Day 13 18:40,0.71,0.62,0.43,0.87
Day 13 18:50,0.95,0.24,0.45,0.01
Day 13 19:00,0.29,0.26,0.46,0.46
Day 13 19:10,0.65,0.3,0.32,0.82
Day 13 19:20,0.48,0.4,0.4,0.95
Day 13 19:30,0.16,0.58,0.47,0.56
Day 13 19:40,0.67,0.63,0.53,0.04
Day 13 19:50,0.85,0.65,0.51,0.23
Day 13 20:00,0.8,0.41,0.59,0.94
Day 13 20:10,0.25,0.11,0.45,0.85
Day 13 20:20,0.85,0.65,0.58,0.14
Day 13 20:30,0.83,0.27,0.65,0.44
Day 13 20:40,0.87,0.22,0.35,0.39
Day 13 20:50,0.9,0.31,0.5,0.88
Day 13 21:00,0.91,0.82,0.6,0.04
Day 13 21:10,0.23,0.01,0.67,0.98
Day 13 21:20,0.17,0.73,0.49,0.33
Day 13 21:30,0.04,0.65,0.65,0.66
Day 13 21:40,0.4,0.03,0.67,0.08
Day 13 21:50,0.39,0.92,0.62,0.46
Day 13 22:00,0.7,0.39,0.65,0.91
Day 13 22:10,0.86,0.22,0.4,0.31
Day 13 22:20,0.78,0.96,0.35,0.38
Day 13 22:30,0.13,0.98,0.39,0.19
Day 13 22:40,0.55,0.6,0.55,0.57
Day 13 22:50,0.77,0.6,0.34,0.92
Day 13 23:00,0.46,0.9,0.55,0.16
Day 13 23:10,0.96,0.25,0.43,0.36
Day 13 23:20,0.93,0.65,0.35,0.45
Day 13 23:30,0.56,0.76,0.49,0.23
Day 13 23:40,0.83,0.41,0.38,0.94
Day 13 23:50,0.95,0.28,0.61,0.22
Day 14 00:00,0.12,0.72,0.54,0.57
Day 14 00:10,0.17,0.75,0.36,0.58
Day 14 00:20,0.62,0.37,0.45,0.47
Day 14 00:30,0.73,0.76,0.31,0.47
Day 14 00:40,0.84,0.6,0.44,0.93
Day 14 00:50,0.14,0.77,0.37,0.52
Day 14 01:00,0.45,0.49,0.36,0.77
Day 14 01:10,0.52,0.18,0.44,0.68
Day 14 01:20,0.55,0.54,0.45,0.53
Day 14 01:30,0.6,0.67,0.36,0.31
Day 14 01:40,0.93,0.26,0.34,0.73
Day 14 01:50,0.68,0.57,0.37,0.59
Day 14 02:00,0.01,0.0,0.57,0.76
Day 14 02:10,0.03,0.98,0.68,0.44
Day 14 02:20,0.64,0.51,0.53,0.18
Day 14 02:30,0.89,0.26,0.62,0.07
Day 14 02:40,0.34,0.56,0.5,0.94
Day 14 02:50,0.72,0.19,0.55,0.74
Day 14 03:00,0.47,0.52,0.57,0.15
Day 14 03:10,0.94,0.32,0.39,0.3
Day 14 03:20,0.52,0.72,0.62,0.44
Day 14 03:30,0.14,0.83,0.47,0.04
Day 14 03:40,0.64,0.64,0.34,0.88
Day 14 03:50,0.14,0.31,0.41,0.14
Day 14 04:00,0.93,0.1,0.49,0.88
Day 14 04:10,0.45,0.45,0.65,0.46
Day 14 04:20,0.79,0.13,0.52,0.9
Day 14 04:30,0.97,0.97,0.32,0.13
Day 14 04:40,0.82,0.39,0.49,0.53
Day 14 04:50,0.03,0.84,0.33,0.06
Day 14 05:00,0.04,0.24,0.42,0.32
Day 14 05:10,0.64,0.17,0.3,0.16
Day 14 05:20,0.12,0.62,0.51,0.67
Day 14 05:30,0.58,0.6,0.65,0.77
Day 14 05:40,0.09,0.8,0.54,0.86
Day 14 05:50,0.32,0.48,0.63,0.41
Day 14 06:00,0.81,0.28,0.61,0.86
Day 14 06:10,0.31,0.61,0.6,0.31
Day 14 06:20,0.22,0.73,0.65,0.07
Day 14 06:30,0.64,0.88,0.41,0.73
Day 14 06:40,0.81,0.72,0.51,0.7
Day 14 06:50,0.76,0.79,0.64,0.01
Day 14 07:00,0.15,0.14,0.3,0.77
Day 14 07:10,0.44,0.98,0.67,0.32
Day 14 07:20,0.35,0.43,0.46,0.24
Day 14 07:30,0.59,0.99,0.36,0.43
Day 14 07:40,0.18,0.41,0.65,0.38
Day 14 07:50,0.54,0.41,0.5,0.63
Day 14 08:00,0.26,0.61,0.53,0.42
Day 14 08:10,0.05,0.39,0.43,0.15
Day 14 08:20,0.26,0.76,0.55,0.95
Day 14 08:30,0.35,0.26,0.62,0.77
Day 14 08:40,0.73,0.11,0.47,0.71
Day 14 08:50,0.15,0.32,0.42,0.41
Day 14 09:00,0.8,0.7,0.61,0.71
Day 14 09:10,0.37,0.36,0.45,0.27
Day 14 09:20,0.84,0.49,0.67,0.62
Day 14 09:30,0.51,0.75,0.49,0.63
Day 14 09:40,0.2,0.49,0.54,0.85
Day 14 09:50,0.59,0.44,0.66,0.24
Day 14 10:00,0.36,0.56,0.67,0.54
Day 14 10:10,0.79,0.02,0.62,0.19
Day 14 10:20,0.91,0.91,0.48,0.01
Day 14 10:30,0.34,0.4,0.53,0.58
Day 14 10:40,0.56,0.69,0.65,0.96
Day 14 10:50,0.38,0.05,0.49,0.88
Day 14 11:00,0.7,0.28,0.58,0.01
Day 14 11:10,0.36,0.29,0.33,0.2
Day 14 11:20,0.31,0.63,0.67,0.1
Day 14 11:30,0.59,0.66,0.48,0.24
Day 14 11:40,0.12,0.79,0.48,0.49
Day 14 11:50,0.27,0.67,0.55,0.91
Day 14 12:00,0.62,0.25,0.45,0.33
Day 14 12:10,0.54,0.2,0.35,0.15
Day 14 12:20,0.89,0.69,0.56,0.12
Day 14 12:30,0.08,0.3,0.45,0.09
Day 14 12:40,0.46,0.56,0.5,0.57
Day 14 12:50,0.34,0.98,0.57,0.59
Day 14 13:00,0.7,0.51,0.58,0.85
Day 14 13:10,0.58,0.81,0.44,0.86
Day 14 13:20,0.63,0.4,0.35,0.23
Day 14 13:30,0.97,0.28,0.43,0.46
Day 14 13:40,0.4,0.75,0.6,0.74
Day 14 13:50,0.85,0.11,0.33,0.49
Day 14 14:00,0.43,0.06,0.37,0.32
Day 14 14:10,0.87,0.21,0.4,0.42
Day 14 14:20,0.72,0.35,0.33,0.02
Day 14 14:30,0.2,0.18,0.6,0.4
Day 14 14:40,0.31,0.18,0.62,0.65
Day 14 14:50,0.5,0.19,0.67,0.87
Day 14 15:00,0.24,0.14,0.62,0.17
Day 14 15:10,0.7,0.25,0.43,0.7
Day 14 15:20,0.74,0.14,0.5,0.71
Day 14 15:30,0.39,0.94,0.56,0.02
Day 14 15:40,0.9,0.43,0.7,0.36
Day 14 15:50,0.69,0.64,0.54,0.68
Day 14 16:00,0.21,0.39,0.52,0.99
Day 14 16:10,0.84,0.58,0.38,0.42
Day 14 16:20,0.78,0.65,0.42,0.93
Day 14 16:30,0.93,0.59,0.38,0.39
Day 14 16:40,0.14,0.18,0.64,0.65
Day 14 16:50,0.14,0.14,0.61,0.09
Day 14 17:00,0.38,0.52,0.53,0.44
Day 14 17:10,0.07,0.1,0.38,0.02
Day 14 17:20,0.34,0.61,0.33,0.27
Day 14 17:30,0.82,0.7,0.54,0.23
Day 14 17:40,0.49,0.44,0.33,0.49
Day 14 17:50,0.23,0.97,0.34,0.94
Day 14 18:00,0.27,0.58,0.55,0.33
Day 14 18:10,0.47,0.88,0.4,0.07
Day 14 18:20,0.58,0.04,0.52,0.14
Day 14 18:30,0.23,0.79,0.62,0.45
Day 14 18:40,0.35,0.69,0.7,0.05
Day 14 18:50,0.23,0.28,0.59,0.0
Day 14 19:00,0.08,0.73,0.47,0.96
Day 14 19:10,0.34,0.5,0.49,0.28
Day 14 19:20,0.48,0.02,0.45,0.88
Day 14 19:30,0.4,0.46,0.3,0.5
Day 14 19:40,0.49,0.89,0.64,0.62
Day 14 19:50,0.97,0.93,0.63,0.97
Day 14 20:00,0.49,0.04,0.66,0.82
Day 14 20:10,0.97,0.72,0.44,0.42
Day 14 20:20,0.8,0.7,0.69,0.56
Day 14 20:30,0.5,0.18,0.36,0.82
Day 14 20:40,0.04,0.43,0.68,0.49
Day 14 20:50,0.95,0.05,0.44,0.81
Day 14 21:00,0.19,0.56,0.4,0.88
Day 14 21:10,0.22,0.39,0.66,0.7
Day 14 21:20,0.54,0.4,0.43,0.61
Day 14 21:30,0.69,0.01,0.58,0.81
Day 14 21:40,0.74,0.72,0.68,0.3
Day 14 21:50,0.39,0.62,0.57,0.55
Day 14 22:00,0.37,0.29,0.34,0.88
Day 14 22:10,0.34,0.72,0.53,0.16
Day 14 22:20,0.3,0.22,0.65,0.12
Day 14 22:30,0.42,0.44,0.53,0.36
Day 14 22:40,0.16,0.53,0.59,0.21
Day 14 22:50,0.24,0.55,0.44,0.82
Day 14 23:00,0.34,0.12,0.67,0.45
Day 14 23:10,0.76,0.98,0.53,0.62
Day 14 23:20,0.44,0.65,0.55,0.16
Day 14 23:30,0.56,0.78,0.5,0.62
Day 14 23:40,0.37,0.22,0.64,0.42
Day 14 23:50,0.28,0.78,0.64,0.2
Day 15 00:00,0.52,0.86,0.51,0.92
Day 15 00:10,0.26,0.82,0.39,0.42
Day 15 00:20,0.33,0.02,0.49,0.25
Day 15 00:30,0.97,0.66,0.7,0.81
Day 15 00:40,0.72,0.04,0.37,0.51
Day 15 00:50,0.67,0.75,0.51,0.84
Day 15 01:00,0.37,0.28,0.42,0.3
Day 15 01:10,0.28,0.37,0.55,0.39
Day 15 01:20,0.02,0.5,0.39,0.18
Day 15 01:30,0.41,0.75,0.51,0.59
Day 15 01:40,0.69,0.82,0.58,0.28
Day 15 01:50,0.92,0.4,0.39,0.11
Day 15 02:00,0.36,0.68,0.36,0.8
Day 15 02:10,0.59,0.61,0.41,0.61
Day 15 02:20,0.51,0.98,0.43,0.1
Day 15 02:30,0.02,0.09,0.43,0.27
Day 15 02:40,0.66,0.88,0.63,0.18
Day 15 02:50,0.99,0.29,0.31,0.11
Day 15 03:00,0.08,0.5,0.56,0.66
Day 15 03:10,0.35,0.79,0.64,0.55
Day 15 03:20,0.88,0.6,0.44,0.04
Day 15 03:30,0.89,0.27,0.44,0.62
Day 15 03:40,0.55,0.32,0.54,0.7
Day 15 03:50,0.62,0.13,0.52,0.7
Day 15 04:00,0.08,0.34,0.5,0.52
Day 15 04:10,0.96,0.23,0.63,0.22
Day 15 04:20,0.36,0.54,0.57,0.74
Day 15 04:30,0.93,0.7,0.38,0.78
Day 15 04:40,0.85,0.9,0.34,0.15
Day 15 04:50,0.07,0.58,0.4,0.83
Day 15 05:00,0.43,0.85,0.35,0.07
Day 15 05:10,0.71,0.19,0.52,0.81
Day 15 05:20,0.96,0.06,0.54,0.62
Day 15 05:30,0.22,0.12,0.57,0.73
Day 15 05:40,0.93,0.39,0.57,0.77
Day 15 05:50,0.52,0.04,0.46,0.88
Day 15 06:00,0.08,0.0,0.57,0.64
Day 15 06:10,0.68,0.19,0.38,0.25
Day 15 06:20,0.08,0.5,0.55,0.6
Day 15 06:30,0.38,0.13,0.43,0.3
Day 15 06:40,0.49,0.29,0.4,0.17
Day 15 06:50,0.47,0.63,0.32,0.53
Day 15 07:00,0.8,0.19,0.44,0.39
Day 15 07:10,0.8,0.94,0.68,0.53
Day 15 07:20,0.58,0.41,0.54,0.96
Day 15 07:30,0.78,0.75,0.33,0.79
Day 15 07:40,0.6,0.07,0.33,0.6
Day 15 07:50,0.16,0.45,0.56,0.52
Day 15 08:00,0.96,0.37,0.53,0.49
Day 15 08:10,0.18,0.47,0.57,0.59
Day 15 08:20,0.15,0.41,0.62,0.52
Day 15 08:30,0.1,0.7,0.62,0.12
Day 15 08:40,0.34,0.6,0.61,0.65
Day 15 08:50,0.46,0.62,0.43,0.64
Day 15 09:00,0.38,0.47,0.69,0.1
Day 15 09:10,0.6,0.44,0.59,0.19
Day 15 09:20,0.68,0.96,0.53,0.74
Day 15 09:30,0.39,0.22,0.57,0.6
Day 15 09:40,0.16,0.44,0.7,1.0
Day 15 09:50,0.0,0.26,0.53,0.18
Day 15 10:00,0.76,0.88,0.37,0.2
Day 15 10:10,0.3,0.21,0.65,0.11
Day 15 10:20,0.92,0.91,0.62,0.74
Day 15 10:30,0.66,0.94,0.67,0.04
Day 15 10:40,0.51,0.48,0.67,0.58
Day 15 10:50,0.39,0.51,0.64,0.93
Day 15 11:00,0.29,0.87,0.57,0.88
Day 15 11:10,0.11,0.89,0.33,0.55
Day 15 11:20,0.77,0.04,0.32,0.8
Day 15 11:30,0.58,0.61,0.59,0.6
Day 15 11:40,0.57,1.0,0.54,0.91
Day 15 11:50,0.25,0.14,0.47,0.8
Day 15 12:00,0.65,0.89,0.41,0.21
Day 15 12:10,0.34,0.04,0.69,0.32
Day 15 12:20,0.53,0.47,0.62,0.07
Day 15 12:30,0.49,0.55,0.59,0.54
Day 15 12:40,0.63,0.42,0.35,0.75
Day 15 12:50,0.63,0.91,0.44,0.68
Day 15 13:00,0.27,0.3,0.43,0.2
Day 15 13:10,0.39,0.99,0.47,0.47
Day 15 13:20,0.31,0.21,0.65,0.13
Day 15 13:30,0.76,0.81,0.37,0.98
Day 15 13:40,0.74,0.05,0.62,0.46
Day 15 13:50,0.84,0.28,0.42,0.01
Day 15 14:00,0.59,0.15,0.46,0.54
Day 15 14:10,0.36,0.06,0.67,0.07
Day 15 14:20,0.83,0.92,0.62,0.69
Day 15 14:30,0.72,0.21,0.34,0.62
Day 15 14:40,0.09,0.76,0.43,0.5
Day 15 14:50,0.41,0.39,0.39,0.67
Day 15 15:00,0.16,0.34,0.68,0.5
Day 15 15:10,0.42,0.96,0.39,0.42
Day 15 15:20,0.07,0.08,0.42,0.7
Day 15 15:30,0.18,0.58,0.31,0.51
Day 15 15:40,0.46,0.49,0.56,0.6
Day 15 15:50,0.12,0.43,0.49,0.36
Day 15 16:00,0.59,0.67,0.41,0.56
Day 15 16:10,0.94,0.4,0.61,0.39
Day 15 16:20,0.43,0.37,0.49,0.77
Day 15 16:30,1.0,0.61,0.55,0.07
Day 15 16:40,0.15,0.2,0.36,0.2
Day 15 16:50,0.88,0.77,0.47,0.98
Day 15 17:00,0.24,0.65,0.41,0.22
Day 15 17:10,0.25,0.92,0.36,0.02
Day 15 17:20,0.02,0.43,0.53,0.31
Day 15 17:30,0.58,0.54,0.42,0.81
Day 15 17:40,0.21,0.43,0.39,0.73
Day 15 17:50,0.46,0.72,0.61,0.38
Day 15 18:00,0.78,0.28,0.65,0.15
Day 15 18:10,0.58,0.46,0.38,0.2
Day 15 18:20,0.3,0.99,0.34,0.17
Day 15 18:30,0.32,0.7,0.68,0.79
Day 15 18:40,0.4,0.05,0.41,0.99
Day 15 18:50,0.74,0.88,0.65,0.93
Day 15 19:00,0.57,0.41,0.52,0.67
Day 15 19:10,0.08,0.23,0.36,0.09
Day 15 19:20,0.66,0.51,0.51,0.18
Day 15 19:30,0.82,0.74,0.56,0.01
Day 15 19:40,0.49,0.21,0.64,0.29
Day 15 19:50,0.05,0.65,0.66,0.18
Day 15 20:00,0.52,0.07,0.36,0.24
Day 15 20:10,0.5,0.62,0.39,0.89
Day 15 20:20,0.09,0.1,0.32,0.87
Day 15 20:30,0.84,0.74,0.66,0.97
Day 15 20:40,0.87,0.69,0.47,0.3
Day 15 20:50,0.45,0.08,0.43,0.18
Day 15 21:00,0.07,0.61,0.66,0.97
Day 15 21:10,0.21,0.27,0.6,0.77
Day 15 21:20,0.3,0.71,0.52,0.73
Day 15 21:30,0.02,0.31,0.57,0.28
Day 15 21:40,0.18,0.41,0.32,0.3
Day 15 21:50,0.14,0.97,0.4,0.83
Day 15 22:00,0.88,0.61,0.46,0.5
Day 15 22:10,0.91,0.1,0.65,0.42
Day 15 22:20,0.41,0.68,0.67,0.6
Day 15 22:30,0.94,0.78,0.6,0.08
Day 15 22:40,0.53,0.7,0.56,0.34
Day 15 22:50,0.86,0.19,0.62,0.52
Day 15 23:00,0.68,0.03,0.68,0.19
Day 15 23:10,0.39,0.56,0.46,0.87
Day 15 23:20,0.77,0.89,0.43,0.31
Day 15 23:30,0.6,0.34,0.67,0.25
Day 15 23:40,0.19,0.33,0.57,0.44
Day 15 23:50,0.82,0.78,0.68,0.26
Day 16 00:00,0.97,0.78,0.42,0.86
Day 16 00:10,0.39,0.22,0.51,0.57
Day 16 00:20,0.89,0.48,0.31,0.48
Day 16 00:30,0.92,0.16,0.33,0.78
Day 16 00:40,0.5,0.02,0.6,0.92
Day 16 00:50,0.92,0.18,0.59,0.41
Day 16 01:00,0.12,0.52,0.67,0.58
Day 16 01:10,0.82,0.15,0.68,0.6
Day 16 01:20,0.13,0.88,0.59,0.32
Day 16 01:30,0.76,0.74,0.55,0.87
Day 16 01:40,0.77,0.6,0.35,0.22
Day 16 01:50,0.05,0.48,0.52,0.53
Day 16 02:00,0.38,0.61,0.52,0.38
Day 16 02:10,0.9,0.51,0.62,0.41
Day 16 02:20,0.93,0.84,0.39,0.22
Day 16 02:30,0.71,0.73,0.64,0.77
Day 16 02:40,0.07,0.32,0.42,0.36
Day 16 02:50,0.26,0.38,0.31,0.87
Day 16 03:00,0.97,0.07,0.52,0.95
Day 16 03:10,0.62,0.45,0.47,0.06
Day 16 03:20,0.04,0.06,0.62,0.15
Day 16 03:30,0.01,0.74,0.62,0.3
Day 16 03:40,0.83,0.51,0.33,0.18
Day 16 03:50,0.44,0.58,0.56,0.95
Day 16 04:00,0.91,0.98,0.43,0.84
Day 16 04:10,0.15,0.61,0.64,0.89
Day 16 04:20,0.01,0.26,0.34,0.05
Day 16 04:30,0.31,0.96,0.41,0.95
Day 16 04:40,0.28,0.48,0.64,0.39
Day 16 04:50,0.76,0.66,0.52,0.14
Day 16 05:00,0.1,0.66,0.67,0.03
Day 16 05:10,0.42,0.58,0.54,0.13
Day 16 05:20,0.37,0.36,0.7,0.35
Day 16 05:30,0.0,0.4,0.67,0.09
Day 16 05:40,0.86,0.58,0.31,0.19
Day 16 05:50,0.2,0.78,0.44,0.29
Day 16 06:00,0.6,0.79,0.63,0.64
Day 16 06:10,0.0,0.05,0.38,0.21
Day 16 06:20,0.05,0.88,0.57,0.62
Day 16 06:30,0.49,0.94,0.51,0.58
Day 16 06:40,0.37,0.54,0.61,0.24
Day 16 06:50,0.88,0.78,0.47,0.55
Day 16 07:00,0.61,0.54,0.54,0.07
Day 16 07:10,0.59,0.16,0.69,0.8
Day 16 07:20,0.52,0.27,0.38,0.69
Day 16 07:30,0.35,0.52,0.59,0.72
Day 16 07:40,0.79,0.44,0.55,0.25
Day 16 07:50,0.32,0.22,0.43,0.57
Day 16 08:00,0.01,0.26,0.58,0.21
Day 16 08:10,0.04,0.97,0.41,0.85
Day 16 08:20,0.42,0.23,0.54,0.08
Day 16 08:30,0.23,0.73,0.48,0.63
Day 16 08:40,0.96,0.42,0.36,0.37
Day 16 08:50,0.32,0.19,0.31,0.53
Day 16 09:00,0.23,0.24,0.63,0.12
Day 16 09:10,0.26,0.28,0.44,0.39
Day 16 09:20,0.44,0.8,0.35,0.11
Day 16 09:30,0.92,0.63,0.41,0.08
Day 16 09:40,0.08,0.39,0.35,0.3
Day 16 09:50,0.9,0.28,0.32,0.99
Day 16 10:00,0.44,0.24,0.67,0.58
Day 16 10:10,0.15,0.52,0.64,0.77
Day 16 10:20,0.37,0.07,0.59,0.33
Day 16 10:30,0.34,0.81,0.36,0.63
Day 16 10:40,0.49,0.95,0.66,0.21
Day 16 10:50,0.24,0.45,0.6,0.74
Day 16 11:00,0.07,0.92,0.38,0.0
Day 16 11:10,0.23,0.09,0.35,0.04
Day 16 11:20,0.25,0.62,0.4,0.53
Day 16 11:30,0.47,0.16,0.48,0.89
Day 16 11:40,0.04,0.9,0.6,0.75
Day 16 11:50,0.34,0.04,0.31,0.55
Day 16 12:00,0.67,0.91,0.39,0.79
Day 16 12:10,0.95,0.65,0.49,0.47
Day 16 12:20,0.08,0.15,0.64,0.82
